"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: size"
"org.openjdk.bench.valhalla.array.fill.Inline128int.Ref_to_Val_as_Val_arrayfillstat","avgt",1,15,23974881.221295,1234224.713235,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline128int.Ref_to_Val_as_Val_fillinst","avgt",1,15,130.583826,3.592863,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline128int.Ref_to_Val_as_Val_fillinst","avgt",1,15,25885807.794795,1483043.939426,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline128int.Ref_to_Val_as_Val_fillstat","avgt",1,15,134.579471,3.562465,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline128int.Ref_to_Val_as_Val_fillstat","avgt",1,15,26869324.940528,1729123.019219,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline128int.Val_to_Ref_as_Ref_arrayfillinst","avgt",1,15,117.275159,1.366450,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline128int.Val_to_Ref_as_Ref_arrayfillinst","avgt",1,15,24405165.686815,2273837.982252,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline128int.Val_to_Ref_as_Ref_arrayfillstat","avgt",1,15,118.119491,1.308288,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline128int.Val_to_Ref_as_Ref_arrayfillstat","avgt",1,15,25485272.133453,2480142.448975,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline128int.Val_to_Ref_as_Ref_fillinst","avgt",1,15,129.471260,0.898037,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline128int.Val_to_Ref_as_Ref_fillinst","avgt",1,15,29939286.788996,9689383.776266,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline128int.Val_to_Ref_as_Ref_fillstat","avgt",1,15,133.562320,0.749819,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline128int.Val_to_Ref_as_Ref_fillstat","avgt",1,15,49757325.362035,1961085.362971,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline128int.Val_to_Val_as_Val_arrayfillinst","avgt",1,15,117.477110,0.913867,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline128int.Val_to_Val_as_Val_arrayfillinst","avgt",1,15,49016979.846753,1922491.075824,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline128int.Val_to_Val_as_Val_arrayfillstat","avgt",1,15,118.389113,2.987886,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline128int.Val_to_Val_as_Val_arrayfillstat","avgt",1,15,47961783.762826,3619283.090821,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline128int.Val_to_Val_as_Val_fillinst","avgt",1,15,127.863487,2.693365,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline128int.Val_to_Val_as_Val_fillinst","avgt",1,15,56548657.096959,7060906.175005,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline128int.Val_to_Val_as_Val_fillstat","avgt",1,15,130.313398,1.220710,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline128int.Val_to_Val_as_Val_fillstat","avgt",1,15,60839469.184139,8321349.902653,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline32int.Def_to_Ref_as_Ref_arrayfill","avgt",1,15,67.981781,1.214987,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline32int.Def_to_Ref_as_Ref_arrayfill","avgt",1,15,48500305.518111,3649067.777993,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline32int.Def_to_Ref_as_Ref_fill","avgt",1,15,66.534891,0.288071,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline32int.Def_to_Ref_as_Ref_fill","avgt",1,15,47644788.450662,3614563.830612,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline32int.Def_to_Val_as_Val_arrayfill","avgt",1,15,66.512589,0.258441,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline32int.Def_to_Val_as_Val_arrayfill","avgt",1,15,49352254.649399,5256898.589761,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline32int.Def_to_Val_as_Val_fill","avgt",1,15,66.199785,0.629965,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline32int.Def_to_Val_as_Val_fill","avgt",1,15,41918714.722098,15062217.842710,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline32int.New_to_Ref_as_Ref_arrayfill","avgt",1,15,84.690121,0.686384,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline32int.New_to_Ref_as_Ref_arrayfill","avgt",1,15,49079377.932604,7363611.891622,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline32int.New_to_Ref_as_Ref_fill","avgt",1,15,178.801551,2.719742,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline32int.New_to_Ref_as_Ref_fill","avgt",1,15,1804029.856265,59250.849978,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline32int.New_to_Val_as_Val_arrayfill","avgt",1,15,78.508290,0.638254,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline32int.New_to_Val_as_Val_arrayfill","avgt",1,15,46818023.331532,3831275.352445,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline32int.New_to_Val_as_Val_fill","avgt",1,15,175.702179,2.093017,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline32int.New_to_Val_as_Val_fill","avgt",1,15,1760051.582636,22838.358076,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline32int.Ref_to_Ref_as_Ref_arrayfillinst","avgt",1,15,65.672296,0.334217,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline32int.Ref_to_Ref_as_Ref_arrayfillinst","avgt",1,15,34420095.549939,9267110.492359,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline32int.Ref_to_Ref_as_Ref_arrayfillstat","avgt",1,15,67.693492,6.768230,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline32int.Ref_to_Ref_as_Ref_arrayfillstat","avgt",1,15,44053679.550521,12383396.681949,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline32int.Ref_to_Ref_as_Ref_fillinst","avgt",1,15,74.132903,1.691557,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline32int.Ref_to_Ref_as_Ref_fillinst","avgt",1,15,40441766.926662,8897014.277322,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline32int.Ref_to_Ref_as_Ref_fillstat","avgt",1,15,75.291263,4.557212,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline32int.Ref_to_Ref_as_Ref_fillstat","avgt",1,15,47319258.146300,6656820.086652,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline32int.Ref_to_Val_as_Val_arrayfillinst","avgt",1,15,71.184243,2.756084,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline32int.Ref_to_Val_as_Val_arrayfillinst","avgt",1,15,49920268.926978,5730863.183918,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline32int.Ref_to_Val_as_Val_arrayfillstat","avgt",1,15,71.367893,4.771121,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline32int.Ref_to_Val_as_Val_arrayfillstat","avgt",1,15,23330518.243425,6611358.438848,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline32int.Ref_to_Val_as_Val_fillinst","avgt",1,15,74.382892,0.977456,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline32int.Ref_to_Val_as_Val_fillinst","avgt",1,15,32646245.150289,5123244.765209,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline32int.Ref_to_Val_as_Val_fillstat","avgt",1,15,73.758515,1.177692,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline32int.Ref_to_Val_as_Val_fillstat","avgt",1,15,31414635.337527,4089664.185207,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline32int.Val_to_Ref_as_Ref_arrayfillinst","avgt",1,15,69.964390,0.452984,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline32int.Val_to_Ref_as_Ref_arrayfillinst","avgt",1,15,32752418.088368,2764801.426692,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline32int.Val_to_Ref_as_Ref_arrayfillstat","avgt",1,15,73.124766,7.509094,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline32int.Val_to_Ref_as_Ref_arrayfillstat","avgt",1,15,33562869.385846,2971206.985459,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline32int.Val_to_Ref_as_Ref_fillinst","avgt",1,15,81.525468,9.452705,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline32int.Val_to_Ref_as_Ref_fillinst","avgt",1,15,43895134.453001,5743676.150713,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline32int.Val_to_Ref_as_Ref_fillstat","avgt",1,15,83.133539,22.364931,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline32int.Val_to_Ref_as_Ref_fillstat","avgt",1,15,30256390.812903,4015620.150886,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline32int.Val_to_Val_as_Val_arrayfillinst","avgt",1,15,69.850245,0.273187,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline32int.Val_to_Val_as_Val_arrayfillinst","avgt",1,15,31909007.894336,2779859.565618,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline32int.Val_to_Val_as_Val_arrayfillstat","avgt",1,15,69.688452,0.245537,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline32int.Val_to_Val_as_Val_arrayfillstat","avgt",1,15,32796911.894467,2595646.528234,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline32int.Val_to_Val_as_Val_fillinst","avgt",1,15,75.508312,4.095764,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline32int.Val_to_Val_as_Val_fillinst","avgt",1,15,33571302.783420,2624216.274141,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline32int.Val_to_Val_as_Val_fillstat","avgt",1,15,87.317967,13.326641,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline32int.Val_to_Val_as_Val_fillstat","avgt",1,15,39264542.671843,8240140.952761,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline64byte.Def_to_Ref_as_Ref_arrayfill","avgt",1,15,133.568159,6.763303,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline64byte.Def_to_Ref_as_Ref_arrayfill","avgt",1,15,36570503.020134,21915565.508762,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline64byte.Def_to_Ref_as_Ref_fill","avgt",1,15,415.932427,57.973598,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline64byte.Def_to_Ref_as_Ref_fill","avgt",1,15,3947616.103328,278132.445496,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline64byte.Def_to_Val_as_Val_arrayfill","avgt",1,15,137.211701,1.457817,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline64byte.Def_to_Val_as_Val_arrayfill","avgt",1,15,34869946.235700,6584017.969600,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline64byte.Def_to_Val_as_Val_fill","avgt",1,15,405.253338,32.442797,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline64byte.Def_to_Val_as_Val_fill","avgt",1,15,4175464.150226,306088.358344,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline64byte.New_to_Ref_as_Ref_arrayfill","avgt",1,15,129.320683,5.971337,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline64byte.New_to_Ref_as_Ref_arrayfill","avgt",1,15,44940557.288523,6015624.030515,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline64byte.New_to_Ref_as_Ref_fill","avgt",1,15,315.989006,121.769125,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline64byte.New_to_Ref_as_Ref_fill","avgt",1,15,2991832.148173,205372.746810,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline64byte.New_to_Val_as_Val_arrayfill","avgt",1,15,137.558954,1.449357,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline64byte.New_to_Val_as_Val_arrayfill","avgt",1,15,42456417.891030,8027324.185536,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline64byte.New_to_Val_as_Val_fill","avgt",1,15,272.927499,10.122273,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline64byte.New_to_Val_as_Val_fill","avgt",1,15,3062880.048739,471383.087511,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline64byte.Ref_to_Ref_as_Ref_arrayfillinst","avgt",1,15,117.858980,1.775386,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline64byte.Ref_to_Ref_as_Ref_arrayfillinst","avgt",1,15,47977586.775601,8364448.330819,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline64byte.Ref_to_Ref_as_Ref_arrayfillstat","avgt",1,15,117.883861,1.491206,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline64byte.Ref_to_Ref_as_Ref_arrayfillstat","avgt",1,15,43338125.381335,8115263.328565,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline64byte.Ref_to_Ref_as_Ref_fillinst","avgt",1,15,133.679237,7.556588,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline64byte.Ref_to_Ref_as_Ref_fillinst","avgt",1,15,45727264.241173,6418826.414768,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline64byte.Ref_to_Ref_as_Ref_fillstat","avgt",1,15,133.992101,1.061549,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline64byte.Ref_to_Ref_as_Ref_fillstat","avgt",1,15,48318856.160179,7300951.552122,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline64byte.Ref_to_Val_as_Val_arrayfillinst","avgt",1,15,116.662674,0.849806,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline64byte.Ref_to_Val_as_Val_arrayfillinst","avgt",1,15,45915317.503492,9076530.338869,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline64byte.Ref_to_Val_as_Val_arrayfillstat","avgt",1,15,117.876853,1.285016,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline64byte.Ref_to_Val_as_Val_arrayfillstat","avgt",1,15,49610227.383197,4970124.486088,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline64byte.Ref_to_Val_as_Val_fillinst","avgt",1,15,130.350345,1.703084,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline64byte.Ref_to_Val_as_Val_fillinst","avgt",1,15,51902151.253875,5787070.640506,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline64byte.Ref_to_Val_as_Val_fillstat","avgt",1,15,133.800895,1.986701,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline64byte.Ref_to_Val_as_Val_fillstat","avgt",1,15,48152073.295676,6922130.935469,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline64byte.Val_to_Ref_as_Ref_arrayfillinst","avgt",1,15,116.878556,1.133640,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline64byte.Val_to_Ref_as_Ref_arrayfillinst","avgt",1,15,50352242.093944,7091479.830785,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline64byte.Val_to_Ref_as_Ref_arrayfillstat","avgt",1,15,117.406097,0.772545,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline64byte.Val_to_Ref_as_Ref_arrayfillstat","avgt",1,15,50946326.166916,6288442.899049,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline64byte.Val_to_Ref_as_Ref_fillinst","avgt",1,15,130.852843,2.844306,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline64byte.Val_to_Ref_as_Ref_fillinst","avgt",1,15,51961186.630165,6634475.123073,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline64byte.Val_to_Ref_as_Ref_fillstat","avgt",1,15,132.879621,0.817028,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline64byte.Val_to_Ref_as_Ref_fillstat","avgt",1,15,51362913.876352,5493589.168273,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline64byte.Val_to_Val_as_Val_arrayfillinst","avgt",1,15,117.521405,1.058657,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline64byte.Val_to_Val_as_Val_arrayfillinst","avgt",1,15,43185176.239027,9984532.720422,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline64byte.Val_to_Val_as_Val_arrayfillstat","avgt",1,15,117.092418,0.432659,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline64byte.Val_to_Val_as_Val_arrayfillstat","avgt",1,15,34840779.886227,6080938.408524,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline64byte.Val_to_Val_as_Val_fillinst","avgt",1,15,130.008317,1.256086,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline64byte.Val_to_Val_as_Val_fillinst","avgt",1,15,35664127.525625,4343979.090093,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline64byte.Val_to_Val_as_Val_fillstat","avgt",1,15,132.904750,1.139602,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline64byte.Val_to_Val_as_Val_fillstat","avgt",1,15,28093350.002953,7614884.508871,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline64int.Def_to_Ref_as_Ref_arrayfill","avgt",1,15,133.043365,6.292468,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline64int.Def_to_Ref_as_Ref_arrayfill","avgt",1,15,26902253.431621,4179280.798075,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline64int.Def_to_Ref_as_Ref_fill","avgt",1,15,387.985035,7.373323,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline64int.Def_to_Ref_as_Ref_fill","avgt",1,15,3967653.263651,105396.089418,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline64int.Def_to_Val_as_Val_arrayfill","avgt",1,15,136.125826,1.028030,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline64int.Def_to_Val_as_Val_arrayfill","avgt",1,15,34143981.604847,4205727.517619,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline64int.Def_to_Val_as_Val_fill","avgt",1,15,392.407071,8.570095,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline64int.Def_to_Val_as_Val_fill","avgt",1,15,4107431.833244,290720.746829,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline64int.New_to_Ref_as_Ref_arrayfill","avgt",1,15,153.330168,36.792641,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline64int.New_to_Ref_as_Ref_arrayfill","avgt",1,15,39037334.234267,10777618.171613,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline64int.New_to_Ref_as_Ref_fill","avgt",1,15,271.458595,10.555332,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline64int.New_to_Ref_as_Ref_fill","avgt",1,15,2982672.887310,210512.919563,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline64int.New_to_Val_as_Val_arrayfill","avgt",1,15,133.008261,4.743530,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline64int.New_to_Val_as_Val_arrayfill","avgt",1,15,32415958.782545,2564963.832672,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline64int.New_to_Val_as_Val_fill","avgt",1,15,274.682089,8.892441,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline64int.New_to_Val_as_Val_fill","avgt",1,15,3003330.874435,257195.651427,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline64int.Ref_to_Ref_as_Ref_arrayfillinst","avgt",1,15,136.073542,20.769020,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline64int.Ref_to_Ref_as_Ref_arrayfillinst","avgt",1,15,35952309.450345,6988562.922069,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline64int.Ref_to_Ref_as_Ref_arrayfillstat","avgt",1,15,160.872589,65.053651,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline64int.Ref_to_Ref_as_Ref_arrayfillstat","avgt",1,15,31608720.417081,2448788.067463,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline64int.Ref_to_Ref_as_Ref_fillinst","avgt",1,15,129.328853,0.891808,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline64int.Ref_to_Ref_as_Ref_fillinst","avgt",1,15,32413017.458323,3336311.934156,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline64int.Ref_to_Ref_as_Ref_fillstat","avgt",1,15,133.172818,0.869701,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline64int.Ref_to_Ref_as_Ref_fillstat","avgt",1,15,33359505.396038,2222501.768029,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline64int.Ref_to_Val_as_Val_arrayfillinst","avgt",1,15,118.330521,5.043198,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline64int.Ref_to_Val_as_Val_arrayfillinst","avgt",1,15,33802696.084424,4439450.781115,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline64int.Ref_to_Val_as_Val_arrayfillstat","avgt",1,15,209.540627,53.744321,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline64int.Ref_to_Val_as_Val_arrayfillstat","avgt",1,15,33015545.202572,8366884.440684,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline64int.Ref_to_Val_as_Val_fillinst","avgt",1,15,130.225704,1.279721,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline64int.Ref_to_Val_as_Val_fillinst","avgt",1,15,44653951.237904,16953709.917553,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline64int.Ref_to_Val_as_Val_fillstat","avgt",1,15,133.386553,2.873476,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline64int.Ref_to_Val_as_Val_fillstat","avgt",1,15,53447944.517166,6445256.089690,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline64int.Val_to_Ref_as_Ref_arrayfillinst","avgt",1,15,116.447521,0.882033,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline64int.Val_to_Ref_as_Ref_arrayfillinst","avgt",1,15,30835775.260246,17754685.630901,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline64int.Val_to_Ref_as_Ref_arrayfillstat","avgt",1,15,117.629286,1.001919,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline64int.Val_to_Ref_as_Ref_arrayfillstat","avgt",1,15,22533755.207739,4049922.385151,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline64int.Val_to_Ref_as_Ref_fillinst","avgt",1,15,128.933022,0.970603,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline64int.Val_to_Ref_as_Ref_fillinst","avgt",1,15,34587765.749585,3923863.682484,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline64int.Val_to_Ref_as_Ref_fillstat","avgt",1,15,133.383735,1.699933,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline64int.Val_to_Ref_as_Ref_fillstat","avgt",1,15,32761065.731196,4084849.169542,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline64int.Val_to_Val_as_Val_arrayfillinst","avgt",1,15,123.500990,10.715303,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline64int.Val_to_Val_as_Val_arrayfillinst","avgt",1,15,31917643.741461,4991943.667796,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline64int.Val_to_Val_as_Val_arrayfillstat","avgt",1,15,186.527830,60.591156,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline64int.Val_to_Val_as_Val_arrayfillstat","avgt",1,15,31668321.449800,10119676.520445,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline64int.Val_to_Val_as_Val_fillinst","avgt",1,15,130.797986,1.786890,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline64int.Val_to_Val_as_Val_fillinst","avgt",1,15,24686833.370081,3033499.342719,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.Inline64int.Val_to_Val_as_Val_fillstat","avgt",1,15,133.302821,0.920077,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.Inline64int.Val_to_Val_as_Val_fillstat","avgt",1,15,33036299.695061,4394279.576879,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.InlineOpt.Def_to_Ref_as_Ref_arrayfill","avgt",1,15,69.639883,0.242408,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.InlineOpt.Def_to_Ref_as_Ref_arrayfill","avgt",1,15,32529304.207058,4838985.924368,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.InlineOpt.Def_to_Ref_as_Ref_fill","avgt",1,15,71.619084,4.510381,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.InlineOpt.Def_to_Ref_as_Ref_fill","avgt",1,15,30784080.229260,6764373.230582,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.InlineOpt.Def_to_Val_as_Val_arrayfill","avgt",1,15,146.879585,6.387462,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.InlineOpt.Def_to_Val_as_Val_arrayfill","avgt",1,15,44183946.552706,12006300.678828,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.InlineOpt.Def_to_Val_as_Val_fill","avgt",1,15,70.067209,0.933174,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.InlineOpt.Def_to_Val_as_Val_fill","avgt",1,15,39368815.854460,13652271.810982,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.InlineOpt.New_to_Ref_as_Ref_arrayfill","avgt",1,15,170.300868,11.753494,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.InlineOpt.New_to_Ref_as_Ref_arrayfill","avgt",1,15,27758721.714590,4443405.271993,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.InlineOpt.New_to_Ref_as_Ref_fill","avgt",1,15,194.690895,31.711485,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.InlineOpt.New_to_Ref_as_Ref_fill","avgt",1,15,2091305.537074,313279.857610,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.InlineOpt.New_to_Val_as_Val_arrayfill","avgt",1,15,168.370909,2.629706,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.InlineOpt.New_to_Val_as_Val_arrayfill","avgt",1,15,30341016.551576,2265759.317927,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.InlineOpt.New_to_Val_as_Val_fill","avgt",1,15,181.669431,5.404826,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.InlineOpt.New_to_Val_as_Val_fill","avgt",1,15,2297486.679960,705616.271323,"ns/op",1000000
"org.openjdk.bench.valhalla.array.fill.InlineOpt.Ref_to_Ref_as_Ref_arrayfillinst","avgt",1,15,77.478479,10.397551,"ns/op",100
"org.openjdk.bench.valhalla.array.fill.InlineOpt.Ref_to_Ref_as_Ref_arrayfillinst","avgt",1,15,23547129.100906,13239036.436667,"ns/op",1000000
